experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,post_betrayal_p0_selection_rate,post_betrayal_p0_high_investment_rate,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,reengagement_rate,payoff_recovery,reengagement_latency,beta_pre,beta_betrayal,beta_repair,beta_recovery_r080,beta_recovery_r100,beta_recovery_r120,beta_recovery_r140,beta_recovery_r160,beta_recovery_r180,beta_recovery_r200
betrayal,alpha_0p1,14218,3597.0,8.9925,0.0,4.0,0.425,0.15,0.3125,9.01818621151194,9.06089611272864,9.142152276918331,0.161744612040348,0.379746835443038,0.9461501953196306,0.0,1.1392093518330246,1.1803395805348524,1.1350665675653522,1.2050913919886987,1.189323990443861,1.1377552751755324,1.153466811157739,1.1403785568554008,1.122416124079714,1.1153326827265189
betrayal,alpha_0p1,14219,3788.0,9.47,0.0,4.0,0.4,0.1,0.1725,9.147835052367235,9.208153270002633,9.353354508753727,0.19956974279747303,0.21518987341772153,0.8268628381585192,10.0,1.083191083438749,1.210422793844158,1.1754018501282666,1.1442031921160554,1.2336795462087655,1.2053030839765375,1.1969314049085484,1.1787130155831007,1.1560939550219973,1.1252539435545121
betrayal,alpha_0p3,14200,3749.0,9.3725,0.0,22.0,0.15,0.05,0.3875,9.150684764657093,9.03484596019982,9.059821787770264,0.28981529720404736,0.26582278481012656,0.9733124018838305,6.0,1.1347925581997003,1.1679258961550154,1.0817631545760316,1.1412902997533507,1.1712171274087706,1.1395040180677296,1.1024370779121713,1.0917016307568872,1.084159641273083,0.9337474453065169
betrayal,alpha_0p3,14201,3606.0,9.015,0.0,61.0,0.375,0.175,0.435,8.873167070503374,9.054250218775032,9.00773881184981,0.35819059055860286,0.4810126582278481,0.8765546622689481,3.0,1.3934720767409623,1.3917872366010513,1.1776087113713631,1.4278084351178404,1.4044776311356704,1.3348942291668657,1.2836633643397877,1.1765197120224795,1.0861172742294896,1.0371678165290796
betrayal,alpha_0p3,14202,3842.0,9.605,0.0,32.0,0.15,0.075,0.1125,9.049593837727537,9.267597063149141,9.350055771722387,0.32959325759531505,0.2911392405063291,1.0756217831047763,3.0,1.1335903827548577,1.2520037112135387,1.2631266265524108,1.2388477904933755,1.2350725317874174,1.2593101745103463,1.2719639938301186,1.2296224745444375,1.308845300837498,1.305250368868831
betrayal,alpha_0p3,14203,3841.0,9.6025,0.0,4.0,0.7,0.275,0.4875,8.14715739787371,8.430067249219444,8.889927153452984,0.3192870412335998,0.35443037974683544,0.7256644682838461,7.0,0.8179506681672086,1.3820640748910447,1.2086421599640527,0.9586800969522877,1.4609314915429827,1.4110142392856908,1.2915900521444947,1.2179666954890853,1.076405390942981,1.0935336225410195
betrayal,alpha_0p3,14204,3807.0,9.5175,0.0,7.0,0.05,0.0,0.38,9.021981980129375,8.997981593879981,8.923679428830999,0.29772847074112474,0.11392405063291139,1.0322234156820622,18.0,1.044119185400231,1.0637356034046692,0.9880733971101588,1.081000532850478,1.0572190586739938,1.0572190586739938,1.039554569240904,0.9525795984366392,0.907152580144765,1.029696582038868
betrayal,alpha_0p3,14205,3658.0,9.145,0.0,4.0,0.625,0.15,0.335,9.060729047414418,8.897774011473278,8.637324942915125,0.34541599184269334,0.2911392405063291,0.9252945770654352,5.0,1.1522829731172315,1.0560398605963486,0.8929226322838043,1.149592940848964,1.0451999865196213,0.9280371953075621,0.9192166947960789,0.8645277427288383,0.8984773051681271,0.8350948568953664
betrayal,alpha_0p3,14206,3635.0,9.0875,0.0,4.0,0.65,0.15,0.5,8.89467749777622,8.979534693600655,8.766719541640906,0.30349558415989353,0.6582278481012658,0.9091697903651257,0.0,1.2287577281497426,1.2879507083956812,0.9678993431483367,1.451874360074758,1.2698120734574447,1.1584925373028332,1.065750338942915,0.9595517273365113,0.8646190561662298,0.7956674409742294
betrayal,alpha_0p3,14207,4336.0,10.84,0.0,,0.075,0.05,0.6525,8.606862161626731,8.153834337732945,7.894381601784211,0.22987491837354862,0.012658227848101266,1.0761925725606114,38.0,1.0760230325483202,1.0877899070838357,1.0698328793695229,1.0926577664349137,1.0898518420380503,1.0745464355534065,1.0745464355534065,1.0654642175405575,1.0654642175405575,1.0654642175405575
betrayal,alpha_0p3,14208,3702.0,9.255,0.0,4.0,0.35,0.125,0.4325,8.91810066195657,9.015002747782106,8.927182227840989,0.32327403928638887,0.31645569620253167,0.9714977516430301,0.0,1.166192794665084,1.2650303698392342,1.0636157486156779,1.3767433723210847,1.2835224829608487,1.1569439399711372,1.1473018109878386,1.0757804303045408,0.987195188574171,0.9484538994465956
betrayal,alpha_0p3,14209,3820.0,9.55,0.0,4.0,0.35,0.175,0.1225,9.167979535983768,9.320537202839077,9.389001681783316,0.38812970934282515,0.25316455696202533,0.9564100808108478,1.0,1.136597316995799,1.3681414240562029,1.314233730993772,1.178494108350447,1.4254034468575927,1.3784776085920694,1.3261626982267685,1.3282437645296097,1.3035139307851633,1.213432571117428
betrayal,alpha_0p3,14210,3662.0,9.155,0.0,4.0,0.175,0.075,0.355,9.073960275537207,9.094097465593602,8.933384322701956,0.2961418829616865,0.06329113924050633,0.948440705072489,3.0,1.1366931006297283,1.1542779986717975,1.0286701383149317,1.2396702247888896,1.164247551935989,1.1195717430675316,1.0922816560003608,1.0340623067720154,0.972707421209447,0.972707421209447
betrayal,alpha_0p3,14211,4193.0,10.4825,0.0,109.0,0.0,0.0,0.565,9.018888456015304,8.26581989734374,8.872870599473162,0.3285921114435624,0.05063291139240506,0.8224489795918368,24.0,1.1167521402552683,1.1518378556156341,1.1444916588570593,1.1518378556156341,1.1518378556156341,1.1518378556156341,1.1518378556156341,1.1523596996729162,1.141506803107054,1.1188412403279369
