experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,trust_approach_latency,trust_withdrawal_latency,trust_asymmetry
open_graded,cautious_low_alpha,4211,1885.0,9.425,0.0,4.0,0.5675,9.047284193500845,8.565045115354991,8.524143460665465,0.26555772791405424,6.0,1.0,0.16666666666666666
open_graded,cautious_low_alpha,4212,1834.0,9.17,0.13333333333333333,4.0,0.285,9.273702972960496,9.171523072957365,9.151277616847493,0.3360723720161051,1.0,1.0,1.0
open_graded,cautious_low_alpha,4213,1879.0,9.395,0.03333333333333333,4.0,0.4425,8.94343224610614,8.888783098753596,8.856235777308509,0.269845137574962,1.0,4.0,4.0
open_graded,cautious_low_alpha,4214,1855.5,9.2775,0.16666666666666666,4.0,0.285,9.058019766142607,9.236185883832317,9.186150476957405,0.3189125632322944,2.0,1.0,0.5
open_graded,cautious_low_alpha,4215,1923.5,9.6175,0.06666666666666667,4.0,0.42,8.997559437656456,8.84627810677891,8.81665603006958,0.29423566455315814,1.0,1.0,1.0
open_graded,cautious_low_alpha,4216,1891.5,9.4575,0.3333333333333333,4.0,0.4275,9.103026117980104,9.043994296884382,8.571023457444667,0.31204727783036884,1.0,1.0,1.0
open_graded,cautious_low_alpha,4217,1899.5,9.4975,0.06666666666666667,4.0,0.525,9.10469872865501,8.781090926326048,8.642262173279741,0.25442503331424904,1.0,1.0,1.0
open_graded,cautious_low_alpha,4218,2013.0,10.065,0.03333333333333333,4.0,0.68,8.704007730995153,8.326639668888506,8.28329826734252,0.21112174520120436,1.0,2.0,2.0
open_graded,cautious_low_alpha,4219,1941.0,9.705,0.03333333333333333,4.0,0.5925,8.653703584634767,8.61015046492965,8.87911075281602,0.22849194358544755,7.0,1.0,0.14285714285714285
open_graded,default_reference,4200,2209.5,11.0475,0.03333333333333333,20.0,0.6675,7.1727615374326374,7.525188088097462,7.055806682811403,0.4845640890656471,1.0,2.0,2.0
open_graded,default_reference,4201,1885.5,9.4275,0.03333333333333333,4.0,0.415,9.076830003650267,8.820015521537744,9.077790903396988,0.9683285766203328,1.0,1.0,1.0
open_graded,default_reference,4202,1880.0,9.4,0.03333333333333333,43.0,0.405,8.7901584012581,7.8050478044417195,8.563966656559229,1.0624611109228408,1.0,2.0,2.0
open_graded,default_reference,4203,1855.5,9.2775,0.0,4.0,0.2575,7.410339548253939,8.653641337073665,8.325038815084646,1.289864854554761,1.0,1.0,1.0
open_graded,default_reference,4204,1877.5,9.3875,0.03333333333333333,21.0,0.1475,9.096857650875185,8.548945253344014,9.248835054462623,1.0856249567687475,1.0,1.0,1.0
open_graded,default_reference,4205,1894.0,9.47,0.03333333333333333,4.0,0.3025,8.795199351426545,8.978959287175106,9.152675155858914,0.9403961072100082,1.0,2.0,2.0
open_graded,default_reference,4206,1870.0,9.35,0.06666666666666667,4.0,0.26,8.889294510437072,9.135798251837693,9.281639935385277,0.9463331533931808,1.0,2.0,2.0
open_graded,default_reference,4207,1937.5,9.6875,0.06666666666666667,7.0,0.4975,8.894193458835154,8.278946767107811,8.423959495092078,1.033936179317267,1.0,2.0,2.0
open_graded,default_reference,4208,1857.0,9.285,0.0,4.0,0.3775,8.850570150236047,8.703982177208895,8.066423444920462,1.0392499369311066,1.0,1.0,1.0
open_graded,default_reference,4209,1838.0,9.19,0.3,37.0,0.285,9.042824330360578,7.6596700497030845,8.131003353860294,1.02791806779091,1.0,2.0,2.0
open_graded,default_reference,4210,1928.5,9.6425,0.06666666666666667,4.0,0.39,8.922069735229543,7.902986164827331,7.804653677954229,1.0926536681687726,2.0,1.0,0.5
open_graded,default_reference,4211,1918.5,9.5925,0.06666666666666667,4.0,0.4125,8.477732171940453,8.820151961388477,8.888016283594979,1.182018055946492,5.0,1.0,0.2
open_graded,default_reference,4212,1831.5,9.1575,0.0,4.0,0.095,9.050958713153324,8.953265891224493,8.482533299678693,1.0397643841081081,6.0,1.0,0.16666666666666666
open_graded,default_reference,4213,1869.0,9.345,0.03333333333333333,4.0,0.2675,9.05643048897011,8.160930581924568,7.862676698364594,1.0722888818178558,1.0,2.0,2.0
open_graded,default_reference,4214,1848.0,9.24,0.1,4.0,0.2775,8.91329309014318,8.547952994428329,8.306078567607033,1.105667736567794,5.0,1.0,0.2
open_graded,default_reference,4215,1863.5,9.3175,0.03333333333333333,20.0,0.4,8.906070470595221,8.304892794070437,8.733935555636771,1.1095015238218915,5.0,1.0,0.2
open_graded,default_reference,4216,1910.5,9.5525,0.13333333333333333,4.0,0.455,9.121018193426275,8.362703054954016,8.40084091029763,1.1330710904581782,8.0,1.0,0.125
open_graded,default_reference,4217,1893.5,9.4675,0.0,4.0,0.4,8.956104515745333,9.028033887109576,9.145622000640088,0.9663116846698003,2.0,2.0,1.0
open_graded,default_reference,4218,1921.0,9.605,0.03333333333333333,4.0,0.425,8.571344092847324,8.486833138002199,7.973957282755456,0.8770421046947956,1.0,1.0,1.0
open_graded,default_reference,4219,2278.0,11.39,0.0,6.0,0.69,6.871936119658289,7.1060277621572565,6.300402703828995,0.5271362758269786,1.0,3.0,3.0
open_graded,naive_high_alpha,4200,1877.0,9.385,0.03333333333333333,20.0,0.22,8.616441987530527,7.7722175028236515,8.33489736935079,1.0145164941367317,1.0,1.0,1.0
open_graded,naive_high_alpha,4201,1988.0,9.94,0.03333333333333333,4.0,0.275,8.656378733593549,8.42365228417419,8.07853531825186,1.1004964639848835,1.0,2.0,2.0
open_graded,naive_high_alpha,4202,1888.0,9.44,0.03333333333333333,4.0,0.3075,8.988212464594081,8.489664613166767,8.462800705011153,1.1384992637700155,1.0,1.0,1.0
open_graded,naive_high_alpha,4203,1871.5,9.3575,0.0,4.0,0.2625,7.522796248728646,8.867318927886114,8.794288292036018,1.267769596680933,3.0,1.0,0.3333333333333333
open_graded,naive_high_alpha,4204,1856.5,9.2825,0.03333333333333333,4.0,0.145,8.933944470170228,8.472119047347885,9.113724512395825,1.2000718974647469,1.0,2.0,2.0
open_graded,naive_high_alpha,4205,1891.5,9.4575,0.03333333333333333,4.0,0.1625,8.299556443183315,8.805956008908531,8.723281592270254,0.9984346505074391,1.0,2.0,2.0
open_graded,naive_high_alpha,4206,1885.5,9.4275,0.03333333333333333,4.0,0.23,8.475329151160345,7.826981723610562,8.99874747185077,1.1641165472636714,1.0,2.0,2.0
open_graded,naive_high_alpha,4207,2283.0,11.415,0.0,4.0,0.4925,7.213130653347796,7.15559977948094,6.839846411402197,0.6082767783842166,1.0,2.0,2.0
open_graded,naive_high_alpha,4208,1856.5,9.2825,0.0,20.0,0.3075,8.636062838413274,8.671561087852899,8.784504603157288,1.16176100547858,2.0,1.0,0.5
open_graded,naive_high_alpha,4209,1848.0,9.24,0.0,,0.31,8.099145469930512,7.596243599936137,7.749517148817871,1.0550929701086367,8.0,1.0,0.125
open_graded,naive_high_alpha,4210,1909.5,9.5475,0.36666666666666664,4.0,0.47,8.834095975883919,8.22891910749251,8.369188092310555,1.0652218513210836,2.0,1.0,0.5
open_graded,naive_high_alpha,4211,1917.5,9.5875,0.0,4.0,0.43,7.818489231675153,8.710567873603088,8.909019625850634,1.2477756851391901,1.0,2.0,2.0
open_graded,naive_high_alpha,4212,1866.0,9.33,0.0,4.0,0.165,8.397173633171498,8.639352880995324,9.244630231261796,1.099911642132195,1.0,1.0,1.0
open_graded,naive_high_alpha,4213,1854.5,9.2725,0.03333333333333333,12.0,0.3,7.949314332355661,7.215518003236303,7.648973638619763,0.9854111815946622,1.0,2.0,2.0
open_graded,naive_high_alpha,4214,1837.0,9.185,0.03333333333333333,4.0,0.31,8.745048298293916,8.595634918623206,8.494557430513986,1.0671079913231696,1.0,1.0,1.0
open_graded,naive_high_alpha,4215,1910.0,9.55,0.06666666666666667,4.0,0.41,7.754700204817384,8.798481560930222,8.888823594107071,1.0446962212061135,1.0,3.0,3.0
open_graded,naive_high_alpha,4216,1855.5,9.2775,0.16666666666666666,4.0,0.355,9.00931844299101,8.7766103669273,7.573038446865462,1.1837142375062735,4.0,1.0,0.25
open_graded,naive_high_alpha,4217,1860.0,9.3,0.36666666666666664,4.0,0.24,9.18575986659986,9.015891450590026,9.051104834023864,1.1821566005768807,1.0,1.0,1.0
open_graded,naive_high_alpha,4218,2204.5,11.0225,0.0,4.0,0.4825,7.641297376880531,8.028871298413907,7.775904150685497,0.8519777683050873,1.0,5.0,5.0
open_graded,naive_high_alpha,4219,2263.5,11.3175,0.0,11.0,0.6625,7.059102822005923,6.973493793993521,6.435663802833179,0.7400654217483352,3.0,1.0,0.3333333333333333
open_graded,naive_low_alpha,4200,1857.0,9.285,0.0,7.0,0.3475,8.781204084003443,8.747622901721526,8.715498472522585,0.34716720628045555,5.0,1.0,0.2
open_graded,naive_low_alpha,4201,1885.0,9.425,0.03333333333333333,4.0,0.3425,8.83446956505642,8.871638959362777,9.060440413115575,0.36392426025317914,3.0,1.0,0.3333333333333333
open_graded,naive_low_alpha,4202,1844.5,9.2225,0.1,55.0,0.3275,8.832240718495717,8.901880525521886,8.805030578636826,0.3415148892413292,1.0,2.0,2.0
open_graded,naive_low_alpha,4203,1879.5,9.3975,0.0,4.0,0.3,8.347746487508688,8.739885840410338,8.876790380063897,0.3724066096850026,7.0,1.0,0.14285714285714285
open_graded,naive_low_alpha,4204,2005.0,10.025,0.0,21.0,0.525,8.57593514175049,8.696768060823429,9.039702944790283,0.3426846478842771,1.0,1.0,1.0
open_graded,naive_low_alpha,4205,1869.5,9.3475,0.0,4.0,0.345,8.871478864615698,8.914795160303674,8.993620657050503,0.34259322202067843,1.0,1.0,1.0
open_graded,naive_low_alpha,4206,2164.5,10.8225,0.03333333333333333,4.0,0.62,8.245832908390092,8.46450832724976,8.42913734648559,0.22167130903797808,1.0,2.0,2.0
open_graded,naive_low_alpha,4207,1910.5,9.5525,0.03333333333333333,4.0,0.415,8.759916250327201,8.610387271940882,8.53681393238267,0.3250660615749097,2.0,2.0,1.0
open_graded,naive_low_alpha,4208,1853.0,9.265,0.03333333333333333,9.0,0.295,8.87185539578907,8.828748258789664,8.592051146545437,0.3853982938153653,4.0,4.0,1.0
open_graded,naive_low_alpha,4209,1835.0,9.175,0.06666666666666667,36.0,0.3325,8.758509044443256,8.731404079715025,8.972205377036245,0.3649681815775976,2.0,1.0,0.5
open_graded,naive_low_alpha,4210,1894.5,9.4725,0.3,4.0,0.395,8.803563368695931,8.745301018137082,8.68292118167025,0.3643004302718533,2.0,1.0,0.5
open_graded,naive_low_alpha,4211,1861.0,9.305,0.0,4.0,0.3825,8.736031335628391,8.764803204335825,8.828385470949838,0.35493628466496197,2.0,1.0,0.5
open_graded,naive_low_alpha,4212,1850.0,9.25,0.06666666666666667,4.0,0.2875,8.815907292716393,8.920440199983792,9.104311485676801,0.354080350051215,3.0,1.0,0.3333333333333333
open_graded,naive_low_alpha,4213,1890.5,9.4525,0.0,4.0,0.3775,8.63672827455781,8.590508741078615,8.814106225706293,0.3309444907737208,2.0,1.0,0.5
open_graded,naive_low_alpha,4214,1859.5,9.2975,0.03333333333333333,4.0,0.39,8.757561033606315,8.8595463153786,8.876133131874509,0.30956494928211775,2.0,1.0,0.5
open_graded,naive_low_alpha,4215,1891.0,9.455,0.0,4.0,0.37,8.853957946845016,8.793901534170441,8.785164052403587,0.3453329464042989,1.0,1.0,1.0
open_graded,naive_low_alpha,4216,1930.5,9.6525,0.03333333333333333,4.0,0.4325,8.811731618892301,8.647881763303365,8.460919979174221,0.32676832988514076,4.0,1.0,0.25
open_graded,naive_low_alpha,4217,1872.5,9.3625,0.0,60.0,0.4125,8.743201597397853,8.912365232420836,8.858720801976476,0.33339066049290256,4.0,1.0,0.25
open_graded,naive_low_alpha,4218,1932.5,9.6625,0.06666666666666667,6.0,0.47,8.469800739584558,8.55851762156367,8.481248890933166,0.33718541297428206,1.0,1.0,1.0
open_graded,naive_low_alpha,4219,1951.5,9.7575,0.0,4.0,0.59,8.57033632694533,8.461843939189292,8.542444614235674,0.28578693925375076,1.0,2.0,2.0
open_graded,no_affect,4200,1911.5,9.5575,0.03333333333333333,4.0,0.5575,8.73955822722954,8.393598898319334,8.473624319471963,,1.0,1.0,1.0
open_graded,no_affect,4201,1887.0,9.435,0.03333333333333333,4.0,0.405,8.953684580169638,8.82701803877531,9.056363287399494,,1.0,1.0,1.0
open_graded,no_affect,4202,1880.5,9.4025,0.2,8.0,0.3975,8.959511265253882,8.626647920364737,8.741801539268039,,1.0,2.0,2.0
open_graded,no_affect,4203,1878.0,9.39,0.06666666666666667,4.0,0.3975,8.67546748206488,8.608510552725804,8.75325321186662,,1.0,2.0,2.0
open_graded,no_affect,4204,1834.0,9.17,0.03333333333333333,4.0,0.2025,9.058252243000917,9.02576448997634,9.056045669750125,,1.0,2.0,2.0
open_graded,no_affect,4205,1865.5,9.3275,0.03333333333333333,4.0,0.2375,8.996708877120371,9.025675686059293,9.044119294122877,,1.0,1.0,1.0
open_graded,no_affect,4206,1891.0,9.455,0.0,4.0,0.35,8.806842505811293,8.872496344446294,8.966080443719319,,1.0,1.0,1.0
open_graded,no_affect,4207,1947.5,9.7375,0.23333333333333334,4.0,0.5075,8.870136408199382,8.44939310267358,8.355062354832627,,1.0,1.0,1.0
open_graded,no_affect,4208,1881.0,9.405,0.03333333333333333,8.0,0.4075,8.939275090022916,8.698518478031916,8.558645746199197,,2.0,1.0,0.5
open_graded,no_affect,4209,1831.5,9.1575,0.0,106.0,0.435,8.795260583399521,8.492616026526782,8.579651907612732,,2.0,1.0,0.5
open_graded,no_affect,4210,1967.0,9.835,0.03333333333333333,4.0,0.655,8.589608528558427,8.404453569016688,8.288835531517286,,1.0,2.0,2.0
open_graded,no_affect,4211,1887.0,9.435,0.13333333333333333,4.0,0.455,8.88384518695229,8.614074167279357,8.730771221085154,,2.0,1.0,0.5
open_graded,no_affect,4212,1830.5,9.1525,0.0,4.0,0.245,9.066872470066976,9.086226556942265,9.064454630042338,,2.0,2.0,1.0
open_graded,no_affect,4213,1882.0,9.41,0.03333333333333333,4.0,0.4075,8.800081886672787,8.583846833496107,8.765495225118642,,1.0,1.0,1.0
open_graded,no_affect,4214,1837.5,9.1875,0.06666666666666667,4.0,0.3825,9.040866252586168,8.894868092346337,8.816575716298521,,3.0,2.0,0.6666666666666666
open_graded,no_affect,4215,1911.5,9.5575,0.0,4.0,0.4175,8.806992712286478,8.734949964445887,8.762673369639149,,1.0,1.0,1.0
open_graded,no_affect,4216,1915.0,9.575,0.13333333333333333,4.0,0.505,8.955395298835333,8.57243295145264,8.348254451689101,,5.0,1.0,0.2
open_graded,no_affect,4217,1914.0,9.57,0.0,4.0,0.3825,8.969251667398604,8.85837447249443,8.768366038296316,,3.0,1.0,0.3333333333333333
open_graded,no_affect,4218,1961.5,9.8075,0.0,4.0,0.62,8.648574249918111,8.521092724021257,8.347976138943771,,1.0,1.0,1.0
open_graded,no_affect,4219,2158.0,10.79,0.03333333333333333,5.0,0.6425,8.35534347076032,8.341380123505548,8.317029034921488,,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24200,1915.5,9.5775,0.1,4.0,0.34,8.961650403530243,9.154085831286906,9.253126892956464,0.9346693493547376,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24201,1909.5,9.5475,0.0,82.0,0.3675,8.812161097893783,8.659647210658216,8.880434155551484,1.0745372316154098,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24202,1829.5,9.1475,0.1,4.0,0.23,9.071272142132784,7.735591031573225,7.886621101053592,1.186831076594591,3.0,1.0,0.3333333333333333
partner_choice,cautious_high_alpha,24203,1906.0,9.53,0.06666666666666667,4.0,0.2925,9.145954460511238,8.54539137028629,7.682155515992852,1.2190864037913245,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24204,1953.0,9.765,0.13333333333333333,43.0,0.1325,8.700886247501598,8.845038953562625,7.464611511511654,1.1888269230176143,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24205,1825.0,9.125,0.13333333333333333,4.0,0.2175,8.001076631763976,8.84718204865744,8.761105266492148,1.3183252832255892,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24206,1855.0,9.275,0.06666666666666667,5.0,0.245,9.03743393846808,7.855848310546536,8.026372495871614,1.2671064709338142,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24207,1890.5,9.4525,0.06666666666666667,4.0,0.1825,9.263769524776214,9.136473450715492,8.079301258445316,1.0269571031882212,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24208,1933.0,9.665,0.06666666666666667,50.0,0.2325,7.817664839736083,7.99166076798416,7.689271770120084,1.1834691127382004,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24209,1878.0,9.39,0.2,15.0,0.3225,9.234602610707672,8.337229658457131,7.463087867232863,1.2273147839234078,7.0,1.0,0.14285714285714285
partner_choice,cautious_high_alpha,24210,1902.5,9.5125,0.06666666666666667,4.0,0.32,8.808640108331652,8.662459526633656,8.127853743754166,0.8985029923928236,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24211,1856.0,9.28,0.03333333333333333,8.0,0.255,8.989219107340933,8.772364615067229,8.920211998935379,1.0407020109876126,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24212,2195.5,10.9775,0.03333333333333333,4.0,0.6675,7.844585013507055,7.461463124835672,6.9104422434147095,0.6752063681811435,1.0,5.0,5.0
partner_choice,cautious_high_alpha,24213,1822.0,9.11,0.1,52.0,0.1275,8.93971811470846,8.303555645967604,8.95094446179051,1.3422712647390984,1.0,3.0,3.0
partner_choice,cautious_high_alpha,24214,1883.5,9.4175,0.06666666666666667,9.0,0.225,8.539306112489447,9.087948875935396,8.900989832384678,1.0520330064925978,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24215,1843.0,9.215,0.03333333333333333,4.0,0.2725,9.011015112568858,8.407540122770547,8.451950253026451,1.208353901219068,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24216,1895.0,9.475,0.13333333333333333,5.0,0.2375,9.227758767583067,8.337887219297668,8.959297717637652,1.2094511528486658,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24217,1849.5,9.2475,0.0,68.0,0.0125,9.105724475382349,8.762740329479053,8.194549304919718,1.274068590876293,4.0,1.0,0.25
partner_choice,cautious_high_alpha,24218,1862.5,9.3125,0.16666666666666666,4.0,0.2375,8.851290084814538,8.501017218255503,8.68058323931166,1.2600514509613074,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24219,1878.0,9.39,0.06666666666666667,4.0,0.1375,9.04815102349145,8.337553261575877,9.015157420315754,1.1838840092814957,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24200,1890.5,9.4525,0.03333333333333333,4.0,0.3,9.27845320577123,9.006651097691606,8.983856793992844,0.3203636184391403,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24201,1899.5,9.4975,0.03333333333333333,4.0,0.4,9.005678109413008,8.828886126435497,8.910525395725287,0.28229032011117994,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24202,2003.0,10.015,0.03333333333333333,36.0,0.4925,8.543857394753752,8.525555253724466,8.741114567532989,0.36272768248905024,2.0,1.0,0.5
partner_choice,cautious_low_alpha,24203,1885.0,9.425,0.06666666666666667,4.0,0.48,9.258128229260533,8.783236596354453,8.740952625570403,0.27704001926689453,2.0,4.0,2.0
partner_choice,cautious_low_alpha,24204,1837.0,9.185,0.13333333333333333,4.0,0.0875,9.16315429267005,9.019891568797396,8.930837952825003,0.3967350089505966,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24205,1776.0,8.88,0.06666666666666667,4.0,0.2425,9.140959013427409,8.922295106680686,8.905551034574227,0.3790748843976987,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24206,1847.5,9.2375,0.0,67.0,0.265,8.84555041086987,8.919414715660587,8.939202127831226,0.38542070072313855,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24207,1824.5,9.1225,0.03333333333333333,107.0,0.3375,9.277604966548603,8.812984044793758,8.848273910401907,0.3559064486415445,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24208,1813.5,9.0675,0.1,4.0,0.17,9.03255602254916,8.926764993112918,8.823769767478737,0.41319596846419154,2.0,3.0,1.5
partner_choice,cautious_low_alpha,24209,1867.5,9.3375,0.0,,0.2525,8.892654512793563,8.943444674586084,8.739591324918054,0.4108606566286831,2.0,1.0,0.5
partner_choice,cautious_low_alpha,24210,1922.0,9.61,0.06666666666666667,4.0,0.29,9.144648402899424,8.97317762314673,9.172130318845918,0.3216769589043732,1.0,3.0,3.0
partner_choice,cautious_low_alpha,24211,1888.0,9.44,0.0,4.0,0.2825,9.03148143582184,8.934241488383943,8.992090061754299,0.3404109405975764,1.0,6.0,6.0
partner_choice,cautious_low_alpha,24212,1850.0,9.25,0.06666666666666667,4.0,0.3725,9.175378669960827,8.88932492924964,8.853429683398492,0.3378475995549354,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24213,1843.0,9.215,0.03333333333333333,26.0,0.305,9.0838850433936,8.80766062961496,8.887612560939615,0.32664058851388367,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24214,2029.0,10.145,0.0,68.0,0.47,9.181344358003912,8.59715997966512,8.934809147999525,0.31911672513752803,2.0,4.0,2.0
partner_choice,cautious_low_alpha,24215,1837.5,9.1875,0.03333333333333333,4.0,0.1575,9.163655412080049,8.932119643945192,8.84520525426433,0.3898844665837166,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24216,1920.0,9.6,0.13333333333333333,66.0,0.365,9.076868455150148,8.960500339492697,8.814048309856492,0.32075048985956767,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24217,1828.0,9.14,0.0,7.0,0.21,9.155962149737995,8.937105473066268,8.66722109779581,0.3739823037372305,6.0,1.0,0.16666666666666666
partner_choice,cautious_low_alpha,24218,1878.5,9.3925,0.03333333333333333,40.0,0.215,8.995228787218291,8.98084923850913,8.74085492482036,0.37718396010713096,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24219,1926.5,9.6325,0.0,34.0,0.29,8.882097725079614,8.824210128983195,8.893024280070408,0.3213629408406405,1.0,2.0,2.0
partner_choice,default_reference,24200,2097.0,10.485,0.06666666666666667,22.0,0.5,8.463333634882753,8.024717063590673,8.354063377151816,1.0460303708379348,2.0,1.0,0.5
partner_choice,default_reference,24201,1869.0,9.345,0.0,4.0,0.325,9.113920862506264,8.600127359906908,8.779324640179738,1.0457171277633084,1.0,1.0,1.0
partner_choice,default_reference,24202,2038.0,10.19,0.03333333333333333,40.0,0.48,7.653465554769431,7.801113522682633,8.06137195088692,1.1303308735038002,1.0,4.0,4.0
partner_choice,default_reference,24203,1861.5,9.3075,0.03333333333333333,4.0,0.2825,9.052332416519219,8.167172307013006,8.855968191901084,1.0801209995478773,1.0,1.0,1.0
partner_choice,default_reference,24204,1896.5,9.4825,0.0,4.0,0.0925,8.378591147805194,8.190536112742542,8.734692587562472,1.2004708788562297,4.0,1.0,0.25
partner_choice,default_reference,24205,1856.0,9.28,0.0,4.0,0.19,8.104641467639047,8.64960969120707,8.704402040031287,1.254813135467092,1.0,1.0,1.0
partner_choice,default_reference,24206,1880.5,9.4025,0.0,37.0,0.105,8.961469436563554,7.827364686177706,8.327713478669908,1.2200637470529532,3.0,1.0,0.3333333333333333
partner_choice,default_reference,24207,1853.0,9.265,0.0,4.0,0.325,8.840265956038511,8.925731741304254,7.58105406539674,1.2679247171548385,1.0,1.0,1.0
partner_choice,default_reference,24208,1845.0,9.225,0.1,4.0,0.105,8.611697813055244,8.439504898509545,7.148965844892207,1.269291467483638,1.0,2.0,2.0
partner_choice,default_reference,24209,1861.0,9.305,0.0,4.0,0.32,8.998180781590385,8.086161069757619,7.532527959205994,1.2837958052250056,3.0,1.0,0.3333333333333333
partner_choice,default_reference,24210,2128.0,10.64,0.0,4.0,0.625,8.078064559397014,7.623650912657321,7.193623879926853,0.760936393843147,1.0,1.0,1.0
partner_choice,default_reference,24211,1860.0,9.3,0.03333333333333333,102.0,0.0575,9.022686346167152,8.834893251811039,7.233647115721847,1.2784653733427576,1.0,3.0,3.0
partner_choice,default_reference,24212,1857.0,9.285,0.06666666666666667,40.0,0.0275,8.956706771822276,8.502476759812764,9.025724436405916,1.2762035965904346,1.0,1.0,1.0
partner_choice,default_reference,24213,1937.5,9.6875,0.03333333333333333,27.0,0.3525,8.173530542017776,8.958970938100112,8.284035564926942,1.1529099149568802,1.0,9.0,9.0
partner_choice,default_reference,24214,1837.5,9.1875,0.0,33.0,0.2075,9.101173294025235,9.132253773858405,8.022686383727832,1.2575300854572113,1.0,1.0,1.0
partner_choice,default_reference,24215,1842.0,9.21,0.1,4.0,0.2025,9.08360332907417,8.551634085200213,9.208185747302114,1.2642985632698767,1.0,1.0,1.0
partner_choice,default_reference,24216,1883.0,9.415,0.13333333333333333,4.0,0.12,8.90175868624727,8.043550622864299,8.297511953005822,1.0522556421119778,1.0,1.0,1.0
partner_choice,default_reference,24217,1842.5,9.2125,0.0,13.0,0.215,9.03958309584294,8.043862417026833,8.836083014376074,1.2218517247547644,10.0,1.0,0.1
partner_choice,default_reference,24218,1901.0,9.505,0.0,4.0,0.2075,8.664752527417706,8.584130676523236,8.912970875167133,1.267537381468693,3.0,1.0,0.3333333333333333
partner_choice,default_reference,24219,1869.0,9.345,0.13333333333333333,,0.215,8.96770829472305,8.237993562340435,8.990322172326742,1.0534173879017177,1.0,2.0,2.0
partner_choice,naive_high_alpha,24200,1886.5,9.4325,0.03333333333333333,4.0,0.16,8.885825442746391,9.00042228143355,8.845472522566558,1.2028840479811302,1.0,1.0,1.0
partner_choice,naive_high_alpha,24201,1896.5,9.4825,0.0,4.0,0.33,8.898629911357023,8.570570587871464,8.568011655758337,1.1520737768533378,1.0,2.0,2.0
partner_choice,naive_high_alpha,24202,1861.0,9.305,0.1,6.0,0.2425,8.029068197962856,7.772773172156913,8.496966719488896,1.2011240214445662,6.0,1.0,0.16666666666666666
partner_choice,naive_high_alpha,24203,1929.0,9.645,0.0,4.0,0.39,8.360445609445968,8.4998092160498,7.749553641851572,1.082569781377533,1.0,3.0,3.0
partner_choice,naive_high_alpha,24204,1847.0,9.235,0.03333333333333333,24.0,0.0825,8.645375668762526,8.29941295447238,9.04175483636017,1.3170653267578019,2.0,2.0,1.0
partner_choice,naive_high_alpha,24205,1917.0,9.585,0.03333333333333333,4.0,0.2175,8.07487465945842,8.294948183648287,8.791226300177588,1.295894859457156,1.0,2.0,2.0
partner_choice,naive_high_alpha,24206,2019.0,10.095,0.0,4.0,0.36,7.090271960044723,8.184808277768607,7.0633330846596145,1.106525174572642,1.0,1.0,1.0
partner_choice,naive_high_alpha,24207,1850.0,9.25,0.0,19.0,0.225,8.844306046449839,8.3775296154334,9.068495135507249,1.2122499354304888,1.0,1.0,1.0
partner_choice,naive_high_alpha,24208,1913.0,9.565,0.0,24.0,0.3025,7.861835092712913,7.652281129400812,7.143845336049832,1.1591977132851712,1.0,2.0,2.0
partner_choice,naive_high_alpha,24209,1903.0,9.515,0.03333333333333333,28.0,0.3675,8.07908503434043,7.6966654654964035,7.410102307893832,1.1264670270964139,1.0,2.0,2.0
partner_choice,naive_high_alpha,24210,1892.5,9.4625,0.0,4.0,0.2875,8.260195046347684,8.963977841274117,9.17443413124561,1.233892024175967,3.0,1.0,0.3333333333333333
partner_choice,naive_high_alpha,24211,1859.0,9.295,0.0,9.0,0.195,8.697290207831955,9.186971096292762,8.01192750348116,1.2660197217868643,2.0,1.0,0.5
partner_choice,naive_high_alpha,24212,2176.0,10.88,0.1,4.0,0.61,7.749876040026827,7.251320488155361,7.394293074455378,0.960858522654638,1.0,2.0,2.0
