experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,post_betrayal_p0_selection_rate,post_betrayal_p0_high_investment_rate,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,trust_approach_latency,trust_withdrawal_latency,trust_asymmetry
open_graded,cautious_low_alpha,4205,1844.0,9.22,0.0,4.0,,,0.405,8.022481612073406,7.9189553271317665,8.099246973567368,0.32103722080947966,1.0,1.0,1.0
open_graded,cautious_low_alpha,4206,2211.0,11.055,0.03333333333333333,30.0,,,0.6975,7.102001785156598,6.499647283031533,6.218150480240194,0.22077094558519,1.0,7.0,7.0
open_graded,cautious_low_alpha,4207,2309.5,11.5475,0.03333333333333333,4.0,,,0.6625,7.575056039995856,5.969703552197537,5.755830497443769,0.269753748204762,1.0,3.0,3.0
open_graded,cautious_low_alpha,4208,2249.0,11.245,0.03333333333333333,4.0,,,0.6075,7.479682458095938,6.932015558317086,6.963830562921708,0.33531794095065504,1.0,2.0,2.0
open_graded,cautious_low_alpha,4209,1834.5,9.1725,0.16666666666666666,6.0,,,0.33,8.25053281999957,7.807085235069303,7.788319227436944,0.35703529107788334,4.0,1.0,0.25
open_graded,cautious_low_alpha,4210,1975.5,9.8775,0.03333333333333333,4.0,,,0.5625,7.92966047862682,7.526422659056185,6.807138243362788,0.3033200467618363,3.0,1.0,0.3333333333333333
open_graded,cautious_low_alpha,4211,2191.0,10.955,0.26666666666666666,22.0,,,0.5875,7.7491748874788255,6.711824866917854,6.2089113688700435,0.3067052441630179,1.0,3.0,3.0
open_graded,cautious_low_alpha,4212,1786.5,8.9325,0.03333333333333333,5.0,,,0.43,7.950792145478141,7.916647139395223,7.90458165936693,0.2873728997294057,3.0,1.0,0.3333333333333333
open_graded,cautious_low_alpha,4213,2235.5,11.1775,0.03333333333333333,4.0,,,0.53,7.718169192962594,6.9654797004438525,6.690898236133257,0.3581015751989408,1.0,4.0,4.0
open_graded,cautious_low_alpha,4214,2125.5,10.6275,0.06666666666666667,4.0,,,0.5375,7.950940294887009,7.346744271859137,6.3276382899141455,0.3310034994557677,2.0,1.0,0.5
open_graded,cautious_low_alpha,4215,2232.0,11.16,0.06666666666666667,4.0,,,0.6225,7.731177297785807,6.374231856629656,6.15093718111675,0.2867431734159036,1.0,2.0,2.0
open_graded,cautious_low_alpha,4216,2263.0,11.315,0.0,4.0,,,0.655,7.550573421493083,6.313532096803285,6.053545020112728,0.2718636482038007,1.0,1.0,1.0
open_graded,cautious_low_alpha,4217,2166.5,10.8325,0.3,53.0,,,0.56,7.926864268124008,7.00973446118229,6.88325571121396,0.32905977757618093,1.0,3.0,3.0
open_graded,cautious_low_alpha,4218,2203.0,11.015,0.06666666666666667,4.0,,,0.6675,7.461635593717863,6.417155112575237,5.73943907063845,0.25859590256689213,1.0,1.0,1.0
open_graded,cautious_low_alpha,4219,2331.0,11.655,0.0,4.0,,,0.7075,6.887108867425049,6.249721814748923,5.718104048843057,0.23192375667153092,1.0,5.0,5.0
open_graded,default_reference,4200,2402.0,12.01,0.0,4.0,,,0.7425,4.0470903869278185,3.9436076932712547,3.9934823484804176,0.1424058838343303,1.0,4.0,4.0
open_graded,default_reference,4201,2259.5,11.2975,0.03333333333333333,4.0,,,0.64,7.9904247475696035,4.1567374027615465,3.678304100240814,0.6713120044369671,1.0,1.0,1.0
open_graded,default_reference,4202,2316.0,11.58,0.0,4.0,,,0.7225,5.485307206217815,4.295153208622905,4.143298091500758,0.23292918959317505,1.0,2.0,2.0
open_graded,default_reference,4203,1757.0,8.785,0.06666666666666667,22.0,,,0.3725,7.884199765282622,7.280400812111163,7.600101609839124,0.9890107548382305,2.0,1.0,0.5
open_graded,default_reference,4204,2349.5,11.7475,0.1,,,,0.7225,5.000226471680213,4.042465638010085,4.059688372965391,0.16135220022169428,1.0,6.0,6.0
open_graded,default_reference,4205,1793.0,8.965,0.0,4.0,,,0.18,8.05882043341056,7.453864376365634,7.465070831324723,0.7967746532312361,1.0,1.0,1.0
open_graded,default_reference,4206,2286.5,11.4325,0.03333333333333333,76.0,,,0.705,4.924151104225969,4.421449730169681,4.106374502946829,0.26508108470392233,1.0,7.0,7.0
open_graded,default_reference,4207,2340.0,11.7,0.0,,,,0.7425,4.600853776078039,4.151957682203544,4.117322923485822,0.18976657582910217,1.0,4.0,4.0
open_graded,default_reference,4208,2321.5,11.6075,0.03333333333333333,4.0,,,0.735,4.911101753654569,4.196513882669677,4.022450423617333,0.16714197388787,1.0,2.0,2.0
open_graded,default_reference,4209,2122.5,10.6125,0.1,4.0,,,0.44,7.40512726632662,5.114210092286485,3.806936751260777,0.7951526132910965,5.0,1.0,0.2
open_graded,default_reference,4210,2371.0,11.855,0.03333333333333333,4.0,,,0.725,5.04792265563427,3.807035224150043,3.619114540490191,0.18390843482966776,3.0,1.0,0.3333333333333333
open_graded,default_reference,4211,2211.5,11.0575,0.26666666666666666,,,,0.595,7.7309537354449915,4.5833225780511695,3.924876849522267,0.6156175933807634,1.0,3.0,3.0
open_graded,default_reference,4212,2292.0,11.46,0.0,9.0,,,0.7075,5.50145324210216,4.2999998870478855,4.132998066313535,0.2980212654261376,3.0,1.0,0.3333333333333333
open_graded,default_reference,4213,2296.0,11.48,0.03333333333333333,,,,0.695,5.973815058565878,4.260493764185156,4.061644543421859,0.3524193002579737,1.0,3.0,3.0
open_graded,default_reference,4214,2378.0,11.89,0.03333333333333333,4.0,,,0.735,4.796018889735477,3.8186992442882848,4.022472165198282,0.18633544609713362,2.0,1.0,0.5
open_graded,default_reference,4215,2350.0,11.75,0.0,4.0,,,0.715,4.9788133063509195,3.951424775154307,4.344011939500364,0.2638388641432765,1.0,2.0,2.0
open_graded,default_reference,4216,2324.5,11.6225,0.03333333333333333,4.0,,,0.675,5.666355542828586,4.072351581985405,3.9768621180717107,0.376508945762363,1.0,1.0,1.0
open_graded,default_reference,4217,2266.0,11.33,0.16666666666666666,,,,0.715,4.841149353091148,4.853408368204483,4.667661535430302,0.3472269514050624,1.0,3.0,3.0
open_graded,default_reference,4218,2284.5,11.4225,0.1,4.0,,,0.66,6.237242554055696,4.314309412408092,3.8256420104088016,0.44718329064482415,1.0,1.0,1.0
open_graded,default_reference,4219,2401.5,12.0075,0.0,4.0,,,0.735,4.110913359794159,4.146508012412779,3.54420122918627,0.16303875209811364,1.0,73.0,73.0
open_graded,naive_high_alpha,4200,2403.0,12.015,0.0,4.0,,,0.7425,3.8390317962247207,3.9725650242993122,4.1257124285041975,0.13008687003845973,1.0,17.0,17.0
open_graded,naive_high_alpha,4201,2416.0,12.08,0.0,4.0,,,0.71,4.620140424860539,3.928470454678714,3.567023504910817,0.213885096990691,1.0,17.0,17.0
open_graded,naive_high_alpha,4202,2296.0,11.48,0.06666666666666667,4.0,,,0.6875,5.729049162080571,4.504066860841546,4.017837531575756,0.4308699515179562,1.0,6.0,6.0
open_graded,naive_high_alpha,4203,1885.0,9.425,0.03333333333333333,4.0,,,0.29,7.00048255182099,7.477647129611982,7.842194460196923,0.9172668817082027,3.0,1.0,0.3333333333333333
open_graded,naive_high_alpha,4204,2354.0,11.77,0.06666666666666667,,,,0.725,4.399695960266654,4.008372590569993,4.091577223542936,0.24549594656036017,1.0,49.0,49.0
open_graded,naive_high_alpha,4205,2261.5,11.3075,0.0,12.0,,,0.685,5.480199420261557,4.579772867810438,4.188821449441852,0.43315422591648667,1.0,1.0,1.0
open_graded,naive_high_alpha,4206,1928.5,9.6425,0.4,4.0,,,0.42,7.555683011257938,7.264440124706089,8.194258536809135,1.0036731769822032,1.0,3.0,3.0
open_graded,naive_high_alpha,4207,2339.0,11.695,0.0,,,,0.7425,4.422425643272038,4.160303392579549,4.122527632393922,0.230285982764686,1.0,38.0,38.0
open_graded,naive_high_alpha,4208,2327.0,11.635,0.03333333333333333,4.0,,,0.73,4.804249852840149,4.256550323514141,4.039713278243872,0.19381145221207427,1.0,2.0,2.0
open_graded,naive_high_alpha,4209,1802.0,9.01,0.4666666666666667,70.0,,,0.4275,7.547761547662782,7.523851321409733,7.820873311879744,1.032158621142074,4.0,1.0,0.25
open_graded,naive_high_alpha,4210,2394.5,11.9725,0.0,4.0,,,0.74,4.415860599042504,3.855295535188045,3.679992556833793,0.14096069390625493,2.0,1.0,0.5
open_graded,naive_high_alpha,4211,2237.5,11.1875,0.13333333333333333,4.0,,,0.63,7.459913755287777,4.505151389224832,3.7035050391982094,0.6443568113128357,1.0,3.0,3.0
open_graded,naive_high_alpha,4212,2308.0,11.54,0.0,20.0,,,0.705,4.53830649116247,4.633453932933808,4.126720492543924,0.37915818600271095,3.0,1.0,0.3333333333333333
open_graded,naive_high_alpha,4213,2363.0,11.815,0.03333333333333333,4.0,,,0.725,4.640088767682056,3.99086088667695,3.690137892601746,0.1789310427477588,1.0,3.0,3.0
open_graded,naive_high_alpha,4214,2382.5,11.9125,0.03333333333333333,4.0,,,0.7375,4.6625848251296595,3.7804909495865875,4.028401945238293,0.21495778736249385,2.0,1.0,0.5
open_graded,naive_high_alpha,4215,2342.0,11.71,0.03333333333333333,4.0,,,0.715,4.900249627963877,3.9539794510851345,4.348393866873066,0.3054024406188209,1.0,3.0,3.0
open_graded,naive_high_alpha,4216,2328.5,11.6425,0.03333333333333333,4.0,,,0.6775,5.514805227452408,4.085416085972026,3.9895246765407055,0.4454529023022858,1.0,1.0,1.0
open_graded,naive_high_alpha,4217,2286.0,11.43,0.13333333333333333,4.0,,,0.4675,5.130703458675993,4.797260999870164,5.028087198699595,0.5258165829554693,1.0,3.0,3.0
open_graded,naive_high_alpha,4218,2282.0,11.41,0.3,4.0,,,0.6325,6.613388314039423,4.315863393172224,3.6681819798941433,0.4191969253991017,1.0,1.0,1.0
open_graded,naive_high_alpha,4219,2402.5,12.0125,0.0,4.0,,,0.7325,3.8850747007446422,4.1525593834534025,3.52503399570056,0.2569842144327353,1.0,73.0,73.0
open_graded,naive_low_alpha,4200,2328.5,11.6425,0.0,4.0,,,0.535,6.426939874097671,6.521977060197434,6.487325208374395,0.12924681243997402,1.0,6.0,6.0
open_graded,naive_low_alpha,4201,2256.0,11.28,0.03333333333333333,4.0,,,0.655,7.602105959383756,6.15888412276909,6.032663052095413,0.14850681262173765,1.0,2.0,2.0
open_graded,naive_low_alpha,4202,2256.0,11.28,0.0,4.0,,,0.525,6.689678895470332,6.733083852495037,6.864550938540461,0.1473321074574234,1.0,5.0,5.0
open_graded,naive_low_alpha,4203,1869.0,9.345,0.03333333333333333,4.0,,,0.3475,7.637354743783562,7.686819733987622,7.70968997986312,0.2890830968997627,3.0,1.0,0.3333333333333333
open_graded,naive_low_alpha,4204,2336.5,11.6825,0.1,11.0,,,0.4875,6.297977406543571,6.427730382939303,6.813494528026714,0.1448746400336449,1.0,6.0,6.0
open_graded,naive_low_alpha,4205,2218.5,11.0925,0.0,12.0,,,0.67,6.94969717688035,6.391566023990166,6.423766822407952,0.13975184312784614,1.0,1.0,1.0
open_graded,naive_low_alpha,4206,2171.5,10.8575,0.4,4.0,,,0.525,7.4058925228699035,6.805608208614449,6.530779273202327,0.22800930349757043,1.0,3.0,3.0
open_graded,naive_low_alpha,4207,2273.5,11.3675,0.0,63.0,,,0.6275,6.221271235455673,6.440291799556512,6.611579416022402,0.11849358784226627,1.0,35.0,35.0
open_graded,naive_low_alpha,4208,2249.0,11.245,0.03333333333333333,4.0,,,0.5875,6.618175328295191,6.723039249857058,6.719000777743602,0.13325347654964262,1.0,2.0,2.0
open_graded,naive_low_alpha,4209,1850.5,9.2525,0.4666666666666667,70.0,,,0.4275,7.511513543416953,7.625092488030588,8.042988796220493,0.28645963980664324,5.0,1.0,0.2
open_graded,naive_low_alpha,4210,2329.5,11.6475,0.0,4.0,,,0.695,6.343120107525915,6.080835142896274,5.835980057505742,0.09601516168364105,2.0,1.0,0.5
open_graded,naive_low_alpha,4211,1881.5,9.4075,0.13333333333333333,4.0,,,0.3675,7.944509644287047,7.760045229904529,8.079506814834161,0.3370987321694955,1.0,3.0,3.0
open_graded,naive_low_alpha,4212,2259.0,11.295,0.0,11.0,,,0.66,6.468421334215419,6.535166827028406,6.378374493582135,0.13509320830025776,3.0,1.0,0.3333333333333333
open_graded,naive_low_alpha,4213,2280.0,11.4,0.03333333333333333,4.0,,,0.71,6.319756908815806,6.286416365561167,6.1233548944331355,0.09554962696972213,1.0,3.0,3.0
open_graded,naive_low_alpha,4214,2254.0,11.27,0.0,4.0,,,0.66,6.9363218167372365,6.146676567787344,6.542521926757253,0.1403665749265443,2.0,1.0,0.5
open_graded,naive_low_alpha,4215,2287.0,11.435,0.03333333333333333,9.0,,,0.69,6.357490950325672,6.135317236669966,6.304694437063673,0.11113229078409076,1.0,2.0,2.0
open_graded,naive_low_alpha,4216,2268.0,11.34,0.0,4.0,,,0.655,6.567458929613511,6.253023530899819,6.021635904268369,0.1415629254366502,1.0,1.0,1.0
open_graded,naive_low_alpha,4217,2220.5,11.1025,0.16666666666666666,51.0,,,0.57,6.564241828461721,6.663152173038798,6.666409676113218,0.1750287537963488,1.0,3.0,3.0
open_graded,naive_low_alpha,4218,2246.0,11.23,0.06666666666666667,4.0,,,0.6525,6.881756573018948,6.227145162765043,5.763402956549071,0.13162611040935265,1.0,1.0,1.0
open_graded,naive_low_alpha,4219,2341.0,11.705,0.0,4.0,,,0.7,5.8439106945969215,6.270232694504744,5.88086131355446,0.11131411149071688,1.0,34.0,34.0
open_graded,no_affect,4200,2302.5,11.5125,0.0,4.0,,,0.69,6.8452288387752445,6.5060655912378555,6.4787503620622875,,1.0,9.0,9.0
open_graded,no_affect,4201,2160.5,10.8025,0.03333333333333333,4.0,,,0.5675,7.991395546989875,6.918106800743196,6.633777555419413,,1.0,1.0,1.0
open_graded,no_affect,4202,2256.5,11.2825,0.0,4.0,,,0.6975,6.973386526158959,6.560360758931805,6.472010616475396,,1.0,2.0,2.0
open_graded,no_affect,4203,1786.0,8.93,0.06666666666666667,4.0,,,0.38,7.863094501275513,7.784022108824015,7.614604598197245,,2.0,1.0,0.5
open_graded,no_affect,4204,2241.0,11.205,0.16666666666666666,11.0,,,0.4525,7.089508565699723,7.288998577227237,7.4087228820588695,,1.0,6.0,6.0
open_graded,no_affect,4205,1833.5,9.1675,0.0,12.0,,,0.425,8.039786776992885,7.732795675822114,8.06452299605114,,1.0,1.0,1.0
open_graded,no_affect,4206,2204.0,11.02,0.03333333333333333,30.0,,,0.68,6.810842360567981,6.626327163657873,6.517460469632499,,1.0,7.0,7.0
open_graded,no_affect,4207,2320.5,11.6025,0.0,4.0,,,0.525,6.881088640730541,6.983647760461302,6.920919591119574,,1.0,4.0,4.0
open_graded,no_affect,4208,2214.5,11.0725,0.03333333333333333,4.0,,,0.6575,7.155766191683483,6.937517891359165,6.832128332441353,,1.0,2.0,2.0
open_graded,no_affect,4209,1857.0,9.285,0.1,4.0,,,0.3075,8.014199581134854,7.663329866975637,7.586399936803309,,5.0,1.0,0.2
open_graded,no_affect,4210,2298.5,11.4925,0.03333333333333333,4.0,,,0.68,6.887318407523866,6.441767021067282,6.378716857837154,,3.0,1.0,0.3333333333333333
open_graded,no_affect,4211,2064.0,10.32,0.13333333333333333,4.0,,,0.4425,7.8988180748361625,7.273608491850878,6.8712382650531545,,1.0,3.0,3.0
open_graded,no_affect,4212,2202.0,11.01,0.06666666666666667,10.0,,,0.625,7.262827945211188,6.819923156559927,6.489492187215297,,3.0,1.0,0.3333333333333333
open_graded,no_affect,4213,2217.0,11.085,0.03333333333333333,,,,0.6675,7.151633758152559,6.623148653938648,6.64731704995139,,1.0,3.0,3.0
open_graded,no_affect,4214,2237.5,11.1875,0.0,4.0,,,0.665,7.241387530625854,6.702608525167235,6.698008807085857,,2.0,1.0,0.5
open_graded,no_affect,4215,2274.5,11.3725,0.0,9.0,,,0.6875,6.881432659296044,6.56656820202982,6.589797548221557,,1.0,2.0,2.0
open_graded,no_affect,4216,2250.5,11.2525,0.0,4.0,,,0.655,7.159679093916512,6.617434955843732,6.465110647942116,,1.0,1.0,1.0
open_graded,no_affect,4217,2190.0,10.95,0.26666666666666666,51.0,,,0.595,7.392945234600562,7.025262957150485,7.052114760965722,,1.0,3.0,3.0
open_graded,no_affect,4218,2241.0,11.205,0.1,4.0,,,0.655,7.318719676246282,6.498942305601844,6.31939790589014,,1.0,1.0,1.0
open_graded,no_affect,4219,2334.5,11.6725,0.0,4.0,,,0.7075,6.603968069745861,6.567465302681921,6.306235371631933,,1.0,9.0,9.0
partner_choice,cautious_high_alpha,24200,2163.5,10.8175,0.0,4.0,,,0.475,5.815597014721849,6.069558663736569,5.8326365535005875,0.979491510385095,3.0,1.0,0.3333333333333333
partner_choice,cautious_high_alpha,24201,2123.0,10.615,0.0,54.0,,,0.535,7.723893201718632,5.061135742925506,7.908449692438718,0.690113484411746,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24202,2082.0,10.41,0.06666666666666667,60.0,,,0.6025,5.806657995427881,6.004930856539495,7.007195653624252,0.9989425675078725,2.0,3.0,1.5
partner_choice,cautious_high_alpha,24203,2157.5,10.7875,0.0,43.0,,,0.6125,4.953875451736872,4.989118531121382,7.696710372274425,0.6552413296181376,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24204,2012.5,10.0625,0.0,46.0,,,0.3275,6.819535746759653,6.944022100353616,6.71779008002756,0.9736847433970439,1.0,5.0,5.0
partner_choice,cautious_high_alpha,24205,2193.0,10.965,0.26666666666666666,,,,0.625,7.378393795933164,4.6984411742276855,5.33815232221465,0.8597829153211382,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24206,2023.0,10.115,0.0,4.0,,,0.43,5.603652716089039,6.5764809144662415,7.668621272211689,1.047594895415384,2.0,1.0,0.5
partner_choice,cautious_high_alpha,24207,2203.5,11.0175,0.03333333333333333,44.0,,,0.5325,6.835442923530592,5.42462564629177,5.237397564198904,0.8244609352202118,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24208,1826.5,9.1325,0.03333333333333333,44.0,,,0.28,7.865826786323577,6.564003069007712,6.019796018828787,1.1168568069895972,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24209,2034.5,10.1725,0.06666666666666667,24.0,,,0.5175,7.079078370226797,6.240722546298517,7.119681883643098,0.7871644207104038,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24210,1895.5,9.4775,0.0,4.0,,,0.31,7.698426702249665,7.788160396769922,7.948209081237024,1.0709167717518235,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24211,2151.5,10.7575,0.03333333333333333,4.0,,,0.5575,6.571495309346591,5.9034331815441154,4.6489732112782125,0.8643618428465452,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24212,2263.5,11.3175,0.2,4.0,,,0.69,5.923980804353262,4.885936432268219,4.8746432549317795,0.48508271647346096,4.0,1.0,0.25
partner_choice,cautious_high_alpha,24213,2002.5,10.0125,0.0,12.0,,,0.5225,5.603194826384225,7.680780126165242,6.9727102633585245,1.0290470076954685,1.0,39.0,39.0
partner_choice,cautious_high_alpha,24214,2168.0,10.84,0.0,,,,0.425,7.545970058134275,5.099792383775861,5.751690909327642,0.6798365761244269,1.0,5.0,5.0
partner_choice,cautious_high_alpha,24215,2040.5,10.2025,0.03333333333333333,7.0,,,0.4125,5.6481937755946285,6.855174215104685,6.254673910355485,1.0333754136895457,1.0,16.0,16.0
partner_choice,cautious_high_alpha,24216,1875.0,9.375,0.06666666666666667,38.0,,,0.055,8.119926528537325,6.937870678783096,6.295858962307607,1.1204466087904925,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24217,1842.5,9.2125,0.0,4.0,,,0.205,8.222133847407326,6.800103704359515,7.469747043209311,1.192783183252048,1.0,2.0,2.0
partner_choice,cautious_high_alpha,24218,2254.5,11.2725,0.0,4.0,,,0.6475,5.490692926061379,5.322648140743915,4.845111570964217,0.6115127001476801,1.0,1.0,1.0
partner_choice,cautious_high_alpha,24219,2045.0,10.225,0.16666666666666666,4.0,,,0.45,7.992989370001271,7.254801663486752,4.589021972896755,0.5363445512863875,3.0,3.0,1.0
partner_choice,cautious_low_alpha,24200,2012.5,10.0625,0.03333333333333333,4.0,,,0.4775,7.528717543446129,7.323196846955019,8.051749654860858,0.343394842630772,3.0,1.0,0.3333333333333333
partner_choice,cautious_low_alpha,24201,2120.5,10.6025,0.0,81.0,,,0.55,7.733343890656419,6.782530538316006,7.648110950559431,0.31856287330121213,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24202,2045.0,10.225,0.06666666666666667,68.0,,,0.635,7.59224300267584,6.996329929802951,7.4458977069052885,0.2775434243202017,2.0,3.0,1.5
partner_choice,cautious_low_alpha,24203,2148.0,10.74,0.0,6.0,,,0.5975,7.268152998764606,6.771144850175144,8.09669109964564,0.2994030556111762,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24204,1867.0,9.335,0.03333333333333333,11.0,,,0.385,8.25859529243701,7.888181711131001,7.820381624874248,0.3348801304265751,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24205,2158.0,10.79,0.26666666666666666,,,,0.6275,7.835722355765389,6.709895439426049,6.666772009681426,0.2917983656581644,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24206,1991.5,9.9575,0.0,4.0,,,0.46,7.3872813937078385,7.40897902083645,7.757211996108825,0.38262757461729385,2.0,1.0,0.5
partner_choice,cautious_low_alpha,24207,2204.0,11.02,0.03333333333333333,6.0,,,0.5725,7.973816959420768,7.031143058170058,6.436190539778083,0.32051367344081644,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24208,1892.5,9.4625,0.06666666666666667,90.0,,,0.335,8.047073625328439,7.5606660309674005,7.875696126070799,0.39241004650156686,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24209,2026.0,10.13,0.06666666666666667,12.0,,,0.5575,7.812338543689589,7.13082783552773,7.372998383360851,0.325011882676579,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24210,1865.5,9.3275,0.0,4.0,,,0.4725,8.008489507922167,7.97214659761702,7.887898578992505,0.2675550549212359,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24211,2187.5,10.9375,0.03333333333333333,4.0,,,0.655,7.768323243223388,6.853391952035131,6.395474968788975,0.27388222294631803,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24212,1828.5,9.1425,0.06666666666666667,15.0,,,0.3475,8.058386251558616,7.9086134900416925,7.892092347141424,0.3793760878664988,4.0,1.0,0.25
partner_choice,cautious_low_alpha,24213,1924.0,9.62,0.0,12.0,,,0.5425,7.443964822333651,7.798177931427488,7.930667845725919,0.29784459430793797,1.0,7.0,7.0
partner_choice,cautious_low_alpha,24214,1910.0,9.55,0.0,4.0,,,0.28,7.876608355235667,8.128606922594019,7.98810970596897,0.35611813026235145,1.0,5.0,5.0
partner_choice,cautious_low_alpha,24215,1882.5,9.4125,0.13333333333333333,4.0,,,0.2825,7.844441400074212,7.86535279005249,7.853881575059242,0.3874278203506842,1.0,5.0,5.0
partner_choice,cautious_low_alpha,24216,2134.5,10.6725,0.03333333333333333,49.0,,,0.5675,7.728433443527299,7.219138607913886,7.070420263340847,0.3134067725806739,1.0,4.0,4.0
partner_choice,cautious_low_alpha,24217,2001.0,10.005,0.0,,,,0.47,8.170982325085067,7.278325285762232,7.616149844645683,0.34296169489026435,1.0,2.0,2.0
partner_choice,cautious_low_alpha,24218,2181.5,10.9075,0.0,6.0,,,0.625,7.430992878752454,7.045819652615926,6.411978478757957,0.2976376024012958,1.0,1.0,1.0
partner_choice,cautious_low_alpha,24219,1812.5,9.0625,0.1,4.0,,,0.23,8.146303157530088,8.088944489414052,8.054638340013284,0.3394487200874271,3.0,3.0,1.0
partner_choice,default_reference,24200,2273.0,11.365,0.06666666666666667,8.0,,,0.4125,5.560244524794635,5.306204027970993,4.664575000284959,0.5743017509694377,3.0,1.0,0.3333333333333333
partner_choice,default_reference,24201,2124.0,10.62,0.03333333333333333,62.0,,,0.515,7.315344620020404,4.8439764330959205,7.553775390587002,0.6518353541753839,1.0,1.0,1.0
partner_choice,default_reference,24202,2056.5,10.2825,0.06666666666666667,68.0,,,0.525,6.596632327667402,5.865227976094655,6.996641743491845,0.7210545258678768,2.0,3.0,1.5
partner_choice,default_reference,24203,2205.0,11.025,0.0,43.0,,,0.57,4.8996574372215145,5.112659918289788,7.161343735776371,0.8013130101416487,1.0,16.0,16.0
partner_choice,default_reference,24204,2127.0,10.635,0.0,,,,0.2275,6.564013438392424,6.25064385636749,6.18346808143538,0.8244451389159129,1.0,2.0,2.0
partner_choice,default_reference,24205,1819.5,9.0975,0.06666666666666667,4.0,,,0.15,7.5902196304782334,7.377959076375657,7.814354141473489,1.0164549067509054,1.0,1.0,1.0
partner_choice,default_reference,24206,2167.0,10.835,0.0,4.0,,,0.43,5.125386475728605,5.942774119380398,6.653257317292123,0.7359206803670005,1.0,1.0,1.0
partner_choice,default_reference,24207,2115.0,10.575,0.03333333333333333,,,,0.34,8.072341766445922,4.865024010796443,7.547380747504033,0.8721321568026681,1.0,1.0,1.0
partner_choice,default_reference,24208,2086.5,10.4325,0.23333333333333334,71.0,,,0.4675,5.989607365619769,7.11109246598343,6.12181220261465,0.8035278318104587,1.0,1.0,1.0
partner_choice,default_reference,24209,2157.5,10.7875,0.03333333333333333,84.0,,,0.595,6.374915335720343,5.694808897580872,5.626576414304159,0.7065880990403098,1.0,1.0,1.0
partner_choice,default_reference,24210,2132.5,10.6625,0.0,94.0,,,0.5175,7.613169816424886,4.9819131478227,7.083620104986229,0.8562765178144571,1.0,2.0,2.0
partner_choice,default_reference,24211,2204.0,11.02,0.06666666666666667,4.0,,,0.5925,6.711861431053084,5.540440135714684,4.256706855839418,0.738124294973042,1.0,1.0,1.0
partner_choice,default_reference,24212,2274.0,11.37,0.2,4.0,,,0.6875,5.95289628585516,4.86358371400531,4.882278405836827,0.36228365011590385,3.0,1.0,0.3333333333333333
partner_choice,default_reference,24213,1957.5,9.7875,0.0,12.0,,,0.41,5.5465377494056645,7.448109333688068,7.466339099328142,0.8210077624458856,1.0,32.0,32.0
partner_choice,default_reference,24214,2262.0,11.31,0.0,9.0,,,0.475,5.55409370087572,5.813823026745289,4.709665187013983,0.6515458691018295,1.0,15.0,15.0
partner_choice,default_reference,24215,2044.5,10.2225,0.03333333333333333,4.0,,,0.3825,5.628141709659937,6.84319308796902,6.551608015134248,0.8687564313888541,1.0,16.0,16.0
partner_choice,default_reference,24216,1933.5,9.6675,0.3,4.0,,,0.185,7.857120111833604,7.086734386519819,6.140833375240306,0.8185406280329061,1.0,1.0,1.0
partner_choice,default_reference,24217,1817.0,9.085,0.0,4.0,,,0.17,8.120652802263583,7.178433368338143,6.623509131232131,1.0074303893302414,1.0,2.0,2.0
partner_choice,default_reference,24218,2253.0,11.265,0.03333333333333333,7.0,,,0.625,5.37885469517115,5.259473681960542,4.865179751161309,0.4966674232142976,1.0,4.0,4.0
partner_choice,default_reference,24219,2040.5,10.2025,0.1,4.0,,,0.3875,7.749785533387886,6.920209636078551,5.162892698391119,0.7329088181207223,3.0,3.0,1.0
partner_choice,naive_high_alpha,24200,2220.0,11.1,0.06666666666666667,103.0,,,0.45,6.164437951056711,5.176223197220246,5.3114343061089295,0.48046452477404555,3.0,1.0,0.3333333333333333
partner_choice,naive_high_alpha,24201,2129.0,10.645,0.0,62.0,,,0.4975,7.416106689372176,4.888697058953926,7.182213166554516,0.7094546707437506,1.0,1.0,1.0
partner_choice,naive_high_alpha,24202,2080.0,10.4,0.03333333333333333,26.0,,,0.425,4.976667785721553,5.857683586806673,6.664805474682365,0.6446592941659878,2.0,3.0,1.5
