experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,post_betrayal_p0_selection_rate,post_betrayal_p0_high_investment_rate,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,alpha
betrayal,alpha_0p5,14206,1864.0,9.32,0.0,4.0,0.65,0.175,0.425,9.091977592635295,8.917249263819125,8.363346744768487,0.49976471484553475,0.5
betrayal,alpha_0p5,14207,2201.5,11.0075,0.0,7.0,0.05,0.025,0.69,8.438855495669586,7.7533504654164505,7.5791678607673525,0.19048229139080536,0.5
betrayal,alpha_0p5,14208,2216.5,11.0825,0.0,4.0,0.075,0.05,0.69,7.8966607559850726,7.53132685944366,8.022257338143753,0.23460824818644016,0.5
betrayal,alpha_0p5,14209,1849.5,9.2475,0.0,14.0,0.225,0.025,0.0425,9.360920138867701,9.327197979209211,9.19353170922052,0.47713067883388544,0.5
betrayal,alpha_0p5,14210,1851.0,9.255,0.0,4.0,0.35,0.125,0.245,9.034748365910124,9.13959982822114,9.029600239755553,0.39662074001795844,0.5
betrayal,alpha_0p5,14211,2144.5,10.7225,0.0,4.0,0.025,0.025,0.5475,9.216270329252476,7.8644395930462165,8.193485771304832,0.35786543577651764,0.5
betrayal,alpha_0p5,14212,2206.5,11.0325,0.0,4.0,0.05,0.025,0.615,8.559995106827968,7.867322141825127,8.034913603124174,0.28044835587855066,0.5
betrayal,alpha_0p5,14213,2137.0,10.685,0.0,36.0,0.05,0.025,0.65,8.757665269102864,8.090601097113861,7.957879088181537,0.27948146197756385,0.5
betrayal,alpha_0p5,14214,1907.5,9.5375,0.0,4.0,0.1,0.075,0.45,8.517736374335975,9.0005392693365,9.00810697163786,0.46422581431959525,0.5
betrayal,alpha_0p5,14215,1804.5,9.0225,0.0,31.0,0.45,0.2,0.245,9.033051092193874,9.039153622360514,8.910256004148538,0.5092112824017674,0.5
betrayal,alpha_0p5,14216,1824.5,9.1225,0.0,11.0,0.35,0.125,0.1775,9.23281645736,9.280991150907505,9.110838014831685,0.42914162053854277,0.5
betrayal,alpha_0p5,14217,1928.5,9.6425,0.0,24.0,0.5,0.3,0.495,8.800772985927956,8.656719837098322,8.997538236605585,0.44109491687680363,0.5
betrayal,alpha_0p5,14218,1832.5,9.1625,0.0,6.0,0.375,0.1,0.33,9.10262132024084,9.068764062839511,9.023607470627274,0.45895625410099733,0.5
betrayal,alpha_0p5,14219,2121.0,10.605,0.0,,0.25,0.175,0.38,9.084451598281001,8.355210980387193,8.169514848885782,0.5226898266674973,0.5
betrayal,alpha_1p0,14200,1884.0,9.42,0.0,104.0,0.125,0.025,0.3625,9.162062787996133,9.05775295631591,9.150193144170826,0.6146736548114415,1.0
betrayal,alpha_1p0,14201,1836.5,9.1825,0.0,65.0,0.375,0.125,0.3825,8.902477313329,9.171844119929029,9.140250649166399,0.6419772794809885,1.0
betrayal,alpha_1p0,14202,1931.0,9.655,0.0,4.0,0.6,0.275,0.39,7.993343608290046,8.683003150022724,9.44380587494634,0.6848539329785597,1.0
betrayal,alpha_1p0,14203,2141.5,10.7075,0.0,,0.225,0.1,0.4925,8.10143157521483,7.9978171414618995,7.566797517535559,0.5197680087258842,1.0
betrayal,alpha_1p0,14204,1895.5,9.4775,0.0,28.0,0.125,0.025,0.3425,8.949187793782514,8.878158454154738,8.093369364529538,0.6136335734891301,1.0
betrayal,alpha_1p0,14205,1834.5,9.1725,0.0,37.0,0.35,0.1,0.245,9.05437599056446,9.169186457982043,8.545872841618433,0.6123323088866551,1.0
betrayal,alpha_1p0,14206,1921.0,9.605,0.0,4.0,0.775,0.375,0.4925,8.100804827285451,8.369665406961321,7.516079478446178,0.6606329850244359,1.0
betrayal,alpha_1p0,14207,1887.5,9.4375,0.0,20.0,0.35,0.075,0.4425,8.879212005911844,9.054839375932165,8.876187347671012,0.6062351209629038,1.0
betrayal,alpha_1p0,14208,2168.5,10.8425,0.0,,0.05,0.0,0.5925,9.000297341433358,7.41711148212184,7.573644871394094,0.48215047829193336,1.0
betrayal,alpha_1p0,14209,2132.0,10.66,0.0,4.0,0.15,0.15,0.3675,9.183079406070428,8.074347535816758,7.849743832738654,0.5634970826707465,1.0
betrayal,alpha_1p0,14210,1857.5,9.2875,0.0,4.0,0.125,0.025,0.26,9.073954148961807,8.949605436149277,7.49565000880002,0.6045672300508438,1.0
betrayal,alpha_1p0,14211,1922.5,9.6125,0.0,4.0,0.075,0.025,0.5325,9.036094115055622,8.86936867343566,8.930636589402456,0.5650961190475166,1.0
betrayal,alpha_1p0,14212,1896.5,9.4825,0.0,6.0,0.45,0.05,0.24,9.230711603459385,8.952972837398995,8.851296847429373,0.7087621705525331,1.0
betrayal,alpha_1p0,14213,1837.0,9.185,0.0,36.0,0.325,0.2,0.28,9.0487221502501,9.199461889139966,9.119528113417683,0.5368436822851586,1.0
betrayal,alpha_1p0,14214,1838.5,9.1925,0.0,4.0,0.35,0.225,0.2125,9.0500341278607,9.196212067394688,8.792672411515763,0.6613990662396609,1.0
betrayal,alpha_1p0,14215,2103.0,10.515,0.0,,0.0,0.0,0.5325,9.117507292970442,7.684644567935723,7.115833168195639,0.5914793509041882,1.0
betrayal,alpha_1p0,14216,1930.0,9.65,0.0,,0.675,0.375,0.4775,8.264597325084281,8.628549905230571,9.221928626418858,0.6954398434267507,1.0
betrayal,alpha_1p0,14217,2242.5,11.2125,0.0,26.0,0.075,0.025,0.655,7.409865566432606,7.416249626089938,6.77829977876347,0.25540243025393483,1.0
betrayal,alpha_1p0,14218,2143.0,10.715,0.0,26.0,0.025,0.025,0.64,8.039536351986783,8.16612901877684,7.7732436032578285,0.271718521348544,1.0
betrayal,alpha_1p0,14219,1883.5,9.4175,0.0,,0.175,0.1,0.0925,9.204120929784212,9.35911479100174,9.408464757929025,0.7007379597503449,1.0
betrayal,alpha_2p0,14200,1876.0,9.38,0.0,88.0,0.125,0.05,0.365,9.217500532684367,8.950844503437917,9.0727401686654,0.8777915957351792,2.0
betrayal,alpha_2p0,14201,1825.5,9.1275,0.0,47.0,0.325,0.175,0.375,8.821953197898933,9.149455594088904,8.815312676329679,0.9013692326508138,2.0
