variant_id,seed,total_payoff,mean_accuracy,mean_stance_accuracy,mean_joint_accuracy,mean_q_pi_entropy,mean_abs_step_efe,planning_cost,planning_cost_ratio,total_log_evidence,mean_round_log_evidence
affect_combined_caution,960,1145.5,0.375,0.7333333333333333,0.2833333333333333,9.055031581362718,17.05413080559665,6718464.0,1.0,-78.80684114362984,-0.6567236761969153
affect_combined_caution,961,1127.5,0.5,0.7333333333333333,0.43333333333333335,9.289409292604129,16.00882708363691,6718464.0,1.0,-79.70523580363393,-0.664210298363616
affect_combined_caution,962,1109.5,0.7083333333333334,0.7333333333333333,0.5166666666666667,9.261422036887192,16.102286042826986,6718464.0,1.0,-80.39409818492516,-0.6699508182077097
affect_combined_caution,963,1094.5,0.38333333333333336,0.775,0.30833333333333335,9.249502183142981,16.404198972736292,6718464.0,1.0,-81.74420587625443,-0.6812017156354538
affect_combined_caution,964,1159.5,0.35833333333333334,0.6916666666666667,0.26666666666666666,9.155117203968162,15.725994748463078,6718464.0,1.0,-74.24905499666669,-0.6187421249722226
affect_combined_caution,965,1111.0,0.7333333333333333,0.575,0.4083333333333333,9.222656019973586,15.654086350659782,6718464.0,1.0,-70.04903741725093,-0.5837419784770912
affect_combined_caution,966,1123.5,0.25833333333333336,0.7333333333333333,0.19166666666666668,9.28600549973738,16.09372107921566,6718464.0,1.0,-84.60734166866487,-0.7050611805722071
affect_combined_caution,967,1075.0,0.30833333333333335,0.7583333333333333,0.275,9.259677559920695,16.524581913284784,6718464.0,1.0,-79.82819462791466,-0.6652349552326222
affect_combined_caution,968,1132.0,0.14166666666666666,0.675,0.041666666666666664,9.172499545871426,15.699119738363272,6718464.0,1.0,-79.63040000483451,-0.6635866667069544
affect_combined_caution,969,1125.0,0.35833333333333334,0.6666666666666666,0.21666666666666667,9.10392883992632,16.69212271127714,6718464.0,1.0,-84.20040226479333,-0.7016700188732776
affect_combined_caution,970,1135.0,0.275,0.7416666666666667,0.225,9.435714865216424,15.651556631331914,6718464.0,1.0,-82.99374940584978,-0.6916145783820812
affect_combined_caution,971,1098.0,0.325,0.8166666666666667,0.2916666666666667,9.304979350026827,16.257624573626284,6718464.0,1.0,-85.12735282637135,-0.7093946068864275
affect_combined_caution,972,1106.0,0.325,0.775,0.25833333333333336,9.438308868618995,15.374904224207178,6718464.0,1.0,-80.73334258028046,-0.6727778548356703
affect_combined_caution,973,1108.5,0.24166666666666667,0.6833333333333333,0.225,9.381691322466942,15.62975676337907,6718464.0,1.0,-83.5283164383774,-0.6960693036531448
affect_combined_caution,974,1124.0,0.25,0.7,0.20833333333333334,9.232208658639072,16.758477453787055,6718464.0,1.0,-80.33705335598275,-0.6694754446331894
affect_combined_caution,975,1106.0,0.20833333333333334,0.7083333333333334,0.14166666666666666,9.349981828852911,16.406593858233343,6718464.0,1.0,-89.52503550879541,-0.7460419625732951
affect_combined_caution,976,1101.0,0.058333333333333334,0.7416666666666667,0.05,9.21745069684187,16.79035386810186,6718464.0,1.0,-82.01610523406815,-0.6834675436172347
affect_combined_caution,977,1087.0,0.19166666666666668,0.7666666666666667,0.14166666666666666,9.35361135986668,16.06429678210261,6718464.0,1.0,-83.31196790707325,-0.6942663992256104
affect_combined_caution,978,1092.0,0.16666666666666666,0.7083333333333334,0.09166666666666666,9.254768427206688,16.98091047922159,6718464.0,1.0,-86.74683546334926,-0.7228902955279105
affect_combined_caution,979,1145.0,0.48333333333333334,0.6833333333333333,0.2916666666666667,9.07879829478822,16.49222610803651,6718464.0,1.0,-72.88913070055973,-0.6074094225046642
affect_combined_caution,980,1164.5,0.525,0.6833333333333333,0.325,9.323384973034374,15.496969811649857,6718464.0,1.0,-75.51127519484318,-0.6292606266236932
affect_combined_caution,981,1130.5,0.3333333333333333,0.675,0.21666666666666667,9.224036270393384,15.116370959701696,6718464.0,1.0,-82.3867148964036,-0.68655595747003
affect_combined_caution,982,1170.5,0.625,0.6916666666666667,0.4583333333333333,9.030702740014023,15.512599336415345,6718464.0,1.0,-71.43735767594139,-0.5953113139661782
affect_combined_caution,983,1088.5,0.08333333333333333,0.7916666666666666,0.06666666666666667,9.117434193897777,17.145156449445736,6718464.0,1.0,-80.27370183412432,-0.6689475152843695
affect_combined_caution,984,1112.0,0.19166666666666668,0.825,0.15,9.284222634949986,17.1038485691223,6718464.0,1.0,-83.21954633437595,-0.6934962194531328
affect_combined_caution,985,1098.5,0.15833333333333333,0.7583333333333333,0.13333333333333333,9.176508687342938,17.252796671770437,6718464.0,1.0,-79.4937902044393,-0.6624482517036607
affect_combined_caution,986,1133.0,0.675,0.6666666666666666,0.4666666666666667,9.277073595338262,16.296022328960923,6718464.0,1.0,-83.11567238353419,-0.6926306031961181
affect_combined_caution,987,1124.5,0.25833333333333336,0.7333333333333333,0.16666666666666666,9.237740900049333,16.562959574535974,6718464.0,1.0,-80.26441287181291,-0.6688701072651078
affect_combined_caution,988,1088.0,0.35,0.775,0.275,9.395540731762862,15.489943488541758,6718464.0,1.0,-81.84542014143757,-0.6820451678453133
affect_combined_caution,989,1134.0,0.16666666666666666,0.65,0.15,9.300260520295554,15.917192907251593,6718464.0,1.0,-74.27319937854811,-0.6189433281545677
affect_default,960,1177.0,0.18333333333333332,0.7083333333333334,0.13333333333333333,8.331335134491342,16.846243335523468,6718464.0,1.0,-80.24250501102769,-0.6686875417585639
affect_default,961,1171.0,0.225,0.6666666666666666,0.11666666666666667,8.434650162346717,16.13073159953201,6718464.0,1.0,-81.74241268428408,-0.6811867723690341
affect_default,962,1109.5,0.6083333333333333,0.7833333333333333,0.5333333333333333,8.539184247908501,15.704037481995572,6718464.0,1.0,-83.7616756630625,-0.6980139638588546
affect_default,963,1138.5,0.4166666666666667,0.7333333333333333,0.325,8.716477805878576,15.48151915310979,6718464.0,1.0,-83.41593469772965,-0.6951327891477472
affect_default,964,1178.0,0.7166666666666667,0.6416666666666667,0.4166666666666667,8.139378250269377,16.58899865887021,6718464.0,1.0,-73.51616426271264,-0.612634702189272
affect_default,965,1122.5,0.275,0.7166666666666667,0.225,8.445307958110318,16.38371128820824,6718464.0,1.0,-84.31477701118973,-0.7026231417599144
affect_default,966,1167.0,0.18333333333333332,0.6916666666666667,0.09166666666666666,8.4987978854373,15.671271410423893,6718464.0,1.0,-88.955535835145,-0.7412961319595419
affect_default,967,1167.0,0.125,0.7083333333333334,0.08333333333333333,8.565535152268325,15.18010841056821,6718464.0,1.0,-82.4266566694594,-0.6868888055788286
affect_default,968,1127.5,0.06666666666666667,0.7916666666666666,0.041666666666666664,8.418958665041309,16.19445523119648,6718464.0,1.0,-86.46209887090434,-0.7205174905908696
affect_default,969,1115.5,0.7166666666666667,0.8333333333333334,0.575,8.37745006784181,16.360566050944907,6718464.0,1.0,-77.92272864383132,-0.6493560720319276
affect_default,970,1128.5,0.058333333333333334,0.8166666666666667,0.05,8.701842049247087,15.65194068984565,6718464.0,1.0,-87.81197137905816,-0.7317664281588177
affect_default,971,1104.0,0.2916666666666667,0.8333333333333334,0.2833333333333333,8.460144864233849,16.355064130324656,6718464.0,1.0,-88.03302577175344,-0.7336085480979455
affect_default,972,1134.5,0.175,0.7916666666666666,0.11666666666666667,8.281084471701485,15.998977443666082,6718464.0,1.0,-79.65472802843769,-0.6637894002369807
affect_default,973,1184.0,0.05,0.6666666666666666,0.05,8.323916369802665,15.67360299830907,6718464.0,1.0,-83.6327902420283,-0.6969399186835694
affect_default,974,1169.5,0.11666666666666667,0.7,0.11666666666666667,8.323787702056002,16.462296089453837,6718464.0,1.0,-84.72615678612713,-0.7060513065510593
affect_default,975,1138.5,0.05,0.65,0.041666666666666664,8.362984027547405,16.604507537285098,6718464.0,1.0,-85.46182186069255,-0.7121818488391047
affect_default,976,1140.5,0.058333333333333334,0.675,0.025,8.303186016751308,15.854828608441554,6718464.0,1.0,-83.07935231721868,-0.6923279359768222
affect_default,977,1109.5,0.19166666666666668,0.75,0.14166666666666666,8.283675356161707,16.980250764152153,6718464.0,1.0,-85.39562348705964,-0.711630195725497
affect_default,978,1155.0,0.09166666666666666,0.7333333333333333,0.05,8.351433672181797,16.38218169229173,6718464.0,1.0,-85.8666097988587,-0.7155550816571558
affect_default,979,1251.0,0.675,0.675,0.4166666666666667,7.411329495243653,16.817724247788526,6718464.0,1.0,-51.18877721097619,-0.4265731434248015
affect_default,980,1132.5,0.5,0.7333333333333333,0.3333333333333333,8.655147272938107,14.94176712093419,6718464.0,1.0,-78.07821534644717,-0.6506517945537261
affect_default,981,1138.5,0.30833333333333335,0.75,0.24166666666666667,8.56131899221781,14.652273684936032,6718464.0,1.0,-76.6092698648753,-0.6384105822072943
affect_default,982,1192.5,0.5416666666666666,0.575,0.2916666666666667,8.153348328682426,15.223236347020913,6718464.0,1.0,-69.74048076647455,-0.5811706730539543
affect_default,983,1124.5,0.09166666666666666,0.725,0.06666666666666667,8.22115661335535,16.889382935059743,6718464.0,1.0,-81.26076770212913,-0.6771730641844095
affect_default,984,1154.5,0.36666666666666664,0.6916666666666667,0.20833333333333334,8.425404335784206,16.18860265869977,6718464.0,1.0,-85.15562230581756,-0.709630185881813
affect_default,985,1128.0,0.25,0.7666666666666667,0.19166666666666668,8.309671041327494,17.04295310818076,6718464.0,1.0,-84.98151107717895,-0.7081792589764914
affect_default,986,1146.5,0.225,0.7083333333333334,0.1,8.402273861355498,15.809161032087285,6718464.0,1.0,-87.63900797749014,-0.730325066479084
affect_default,987,1132.0,0.23333333333333334,0.7333333333333333,0.15,8.615927863540962,15.91363870454564,6718464.0,1.0,-86.51220213206442,-0.7209350177672036
affect_default,988,1144.0,0.175,0.75,0.11666666666666667,8.624741372141505,15.361278910145241,6718464.0,1.0,-84.7598970457419,-0.7063324753811824
