variant_id,n_partner_seed_units,reward_proxy,alignment,corr_precision_surprise,corr_precision_reward,abs_corr_precision_surprise,abs_corr_precision_reward,surprise_dominates_reward,partial_corr_precision_surprise,partial_corr_precision_reward,abs_partial_corr_precision_surprise,abs_partial_corr_precision_reward,partial_surprise_dominates_reward
affect,12,active_mean_payoff,active_encounter,-0.9761589563737219,-0.7205316323525469,0.9761589563737219,0.7205316323525469,True,-0.9511586031717115,0.17164467394907637,0.9511586031717115,0.17164467394907637,True
global_beta,12,active_mean_payoff,active_encounter,-0.4589131009621059,-0.3569442458222045,0.4589131009621059,0.3569442458222045,True,-0.2783346573537387,0.0579005305097584,0.2783346573537387,0.0579005305097584,True
