label,source_run_path,config_path,rows,run_groups,variants,rounds,status,note
deployment,results/diagnostics/deployment/raw/h2/lesion_open_regime/results.csv,configs/diagnostics/h2_deployment/lesion_open_regime.toml,2400,12,affect;global_beta;lesioned;no_epistemic,200,complete,structural summary only; no new interpretation
