variant_id,n_partner_seed_units,n_total_partner_seed_units,reward_proxy,reward_proxy_constant,alignment,corr_precision_surprise,corr_precision_reward,corr_surprise_reward,corr_precision_active_encounters,corr_surprise_active_encounters,corr_reward_active_encounters,abs_corr_precision_surprise,abs_corr_precision_reward,abs_corr_surprise_reward,abs_corr_reward_active_encounters,active_encounter_min,active_encounter_max,active_encounter_imbalance,surprise_dominates_reward,partial_corr_precision_surprise,partial_corr_precision_reward,partial_corr_precision_surprise_ci_low,partial_corr_precision_surprise_ci_high,partial_corr_precision_reward_ci_low,partial_corr_precision_reward_ci_high,abs_partial_corr_precision_surprise,abs_partial_corr_precision_reward,abs_partial_corr_precision_surprise_ci_low,abs_partial_corr_precision_surprise_ci_high,abs_partial_corr_precision_reward_ci_low,abs_partial_corr_precision_reward_ci_high,n_seed_clusters,n_complete_units_precision_surprise,n_complete_units_precision_reward,bootstrap_iterations,bootstrap_seed,bootstrap_method,partial_surprise_dominates_reward
affect,120,120,active_mean_payoff,False,active_encounter,-0.9247879943641921,0.7683807908603874,-0.7517333620483486,0.9042598436070998,-0.856084226958344,0.7750455706908028,0.9247879943641921,0.7683807908603874,0.7517333620483486,0.7750455706908028,0.0,199.0,,True,-0.6598708377575245,0.09363803749421344,-0.7659293833391956,-0.4919048340232642,-0.1118734050404526,0.29059214183182036,0.6598708377575245,0.09363803749421344,0.4919048340232641,0.7659293833391956,0.0047756502605896915,0.291096051535655,30,111,111,10000,0,seed_cluster_percentile,True
global_beta,120,120,active_mean_payoff,False,active_encounter,-0.8212445099598259,0.6893479328463634,-0.7876225394082708,0.7603354679405261,-0.8500000806405101,0.7529972202544316,0.8212445099598259,0.6893479328463634,0.7876225394082708,0.7529972202544316,0.0,199.0,,True,-0.4537882873389748,0.07153136141785256,-0.6194630414268937,-0.27530469372986444,-0.16300310410468946,0.3898522640621576,0.4537882873389748,0.07153136141785256,0.2753046937298644,0.6194630414268937,0.004721253486473317,0.3898522640621576,30,114,114,10000,0,seed_cluster_percentile,True
