variant_id,seed,total_payoff,mean_accuracy,mean_stance_accuracy,mean_joint_accuracy,mean_q_pi_entropy,mean_abs_step_efe,planning_cost,planning_cost_ratio,total_log_evidence,mean_round_log_evidence
global_beta,633,380.0,0.36,0.925,0.335,4.932710612372565,13.74240564572392,1024.0,1.0,-124.39507522216172,-0.6219753761108086
global_beta,634,406.0,0.565,0.945,0.53,4.907347757764556,13.748994993489468,1024.0,1.0,-127.6675210635206,-0.6383376053176031
global_beta,635,418.0,0.28,0.925,0.265,5.202586249727362,13.229769189612707,1024.0,1.0,-134.13491191362434,-0.6706745595681215
global_beta,636,414.0,0.61,0.945,0.585,4.5330826020776716,13.514878532688599,1024.0,1.0,-124.93271487642733,-0.6246635743821366
global_beta,637,434.0,0.295,0.915,0.285,5.258847022819347,13.102820506733842,1024.0,1.0,-138.02284753044768,-0.6901142376522383
global_beta,638,524.0,0.46,0.88,0.38,5.227041571167647,13.030843419455923,1024.0,1.0,-139.11447415740713,-0.6955723707870354
global_beta,639,446.0,0.4,0.91,0.37,5.095045297154315,13.49033786074724,1024.0,1.0,-130.19904455557787,-0.6509952227778889
global_beta,640,418.0,0.47,0.89,0.41,4.623688500163752,13.675955100132851,1024.0,1.0,-127.58837204808724,-0.6379418602404361
global_beta,641,412.0,0.41,0.935,0.385,4.9587963717104016,13.83627553496277,1024.0,1.0,-130.0944470875447,-0.650472235437723
global_beta,642,402.0,0.615,0.92,0.57,5.128558421929301,13.36294880035217,1024.0,1.0,-129.02862757263617,-0.6451431378631806
global_beta,643,422.0,0.465,0.925,0.43,4.750890859619537,13.378845122763886,1024.0,1.0,-127.60040940492324,-0.6380020470246164
global_beta,644,400.0,0.53,0.935,0.5,4.912446601961054,13.807864093872485,1024.0,1.0,-125.5246669689438,-0.6276233348447186
global_beta,645,404.0,0.35,0.935,0.33,5.095518256389824,13.664652502664831,1024.0,1.0,-131.46108742167414,-0.6573054371083706
global_beta,646,464.0,0.345,0.925,0.325,4.808673625322331,13.539592748956057,1024.0,1.0,-130.66706410106025,-0.6533353205053015
global_beta,647,450.0,0.225,0.915,0.21,4.91480294821136,13.356928354771808,1024.0,1.0,-131.59194073785173,-0.6579597036892584
global_beta,648,414.0,0.475,0.915,0.435,4.900023336948255,13.402932294619967,1024.0,1.0,-129.91705586425084,-0.6495852793212543
global_beta,649,438.0,0.38,0.9,0.315,4.67828337199811,13.608880758656888,1024.0,1.0,-124.05549830181609,-0.6202774915090802
no_affect,620,336.0,0.405,0.955,0.385,4.846711915303667,13.948397751045412,1024.0,1.0,-113.87755887393284,-0.5693877943696644
no_affect,621,390.0,0.375,0.945,0.345,4.752682405344309,13.82048773183371,1024.0,1.0,-117.92930576568816,-0.5896465288284409
no_affect,622,330.0,0.635,0.965,0.62,4.90268434410814,13.924013589391253,1024.0,1.0,-99.20781916667542,-0.49603909583337713
no_affect,623,458.0,0.315,0.945,0.3,4.732045187383002,13.393304573590868,1024.0,1.0,-135.85572529060457,-0.6792786264530227
no_affect,624,456.0,0.3,0.94,0.285,4.7514584768673975,13.229520487711998,1024.0,1.0,-132.69821417890472,-0.6634910708945237
no_affect,625,390.0,0.245,0.935,0.235,4.685463134506732,13.705683525414207,1024.0,1.0,-125.2548832409052,-0.6262744162045262
no_affect,626,356.0,0.52,0.93,0.49,4.829187520768275,13.485125761255622,1024.0,1.0,-111.33621201568228,-0.5566810600784113
no_affect,627,416.0,0.48,0.94,0.465,4.810868020344595,13.570133586891462,1024.0,1.0,-120.67006258011538,-0.603350312900577
no_affect,628,372.0,0.53,0.955,0.515,4.8073694756444185,14.119314345929306,1024.0,1.0,-99.28076138536682,-0.49640380692683406
no_affect,629,490.0,0.38,0.91,0.34,4.600599064263338,13.354137634504587,1024.0,1.0,-138.82546806153275,-0.6941273403076639
no_affect,630,414.0,0.235,0.945,0.22,4.645975304300124,13.650674690087326,1024.0,1.0,-126.93913613080883,-0.6346956806540446
no_affect,631,470.0,0.395,0.96,0.38,4.834968056510286,12.86509690943174,1024.0,1.0,-133.84282566136642,-0.6692141283068316
no_affect,632,376.0,0.325,0.92,0.32,4.755324253409508,13.903807108702603,1024.0,1.0,-119.0707751537892,-0.5953538757689459
no_affect,633,344.0,0.335,0.945,0.325,4.852554072408349,13.953552645891905,1024.0,1.0,-115.25762178360024,-0.5762881089180012
no_affect,634,394.0,0.565,0.945,0.535,4.662705580982285,13.75073114527273,1024.0,1.0,-126.1763991271502,-0.630881995635751
no_affect,635,460.0,0.28,0.935,0.265,4.70641894701446,13.213823686846299,1024.0,1.0,-134.9973822079031,-0.6749869110395151
no_affect,636,382.0,0.61,0.94,0.585,4.708236040701769,13.573415141294245,1024.0,1.0,-123.16385117727854,-0.6158192558863931
no_affect,637,468.0,0.315,0.91,0.285,4.7371180003029325,13.140846025249921,1024.0,1.0,-136.10680154524852,-0.6805340077262426
no_affect,638,532.0,0.44,0.915,0.39,4.584728416420966,13.08406448135851,1024.0,1.0,-136.75615963076046,-0.6837807981538029
no_affect,639,474.0,0.465,0.955,0.45,4.7322798098370065,13.527543265331769,1024.0,1.0,-132.45535218686655,-0.6622767609343329
no_affect,640,450.0,0.455,0.915,0.42,4.573595906307269,13.665283452682196,1024.0,1.0,-125.77935405494216,-0.6288967702747108
no_affect,641,418.0,0.38,0.925,0.37,4.634534309010945,13.862181745369453,1024.0,1.0,-128.88907961946012,-0.6444453980973003
no_affect,642,426.0,0.6,0.945,0.57,4.734937527962399,13.393574028328294,1024.0,1.0,-128.5822777738427,-0.6429113888692136
no_affect,643,422.0,0.495,0.95,0.475,4.782261999492646,13.41801495420048,1024.0,1.0,-122.571411251777,-0.6128570562588852
no_affect,644,402.0,0.525,0.975,0.515,4.705642556889916,13.89622350619873,1024.0,1.0,-122.214138578907,-0.6110706928945355
no_affect,645,436.0,0.385,0.96,0.365,4.723960467527006,13.604750627791509,1024.0,1.0,-130.3483631915799,-0.6517418159578996
no_affect,646,484.0,0.385,0.945,0.365,4.593765480428923,13.496678607725771,1024.0,1.0,-131.24922807550067,-0.6562461403775031
no_affect,647,464.0,0.22,0.94,0.21,4.634478673798091,13.365671850580256,1024.0,1.0,-128.31783687868207,-0.6415891843934102
no_affect,648,430.0,0.475,0.94,0.45,4.790678860164245,13.359678892593365,1024.0,1.0,-129.2092349014457,-0.6460461745072285
no_affect,649,452.0,0.39,0.93,0.345,4.70030987789082,13.554505732977995,1024.0,1.0,-123.13103383863822,-0.6156551691931909
